record_id,customer_id,amount,currency,transaction_date,payment_status
FIN24221121,CUST00060,7140.48,GBP,2026-03-06,DELIVERED
FIN72816578,CUST00093,3618.21,USD,2025-09-29,OPEN
FIN97076350,CUST00025,1394.91,EUR,2025-11-15,DELIVERED
FIN50694238,CUST00073,7250.6,GBP,2025-06-23,OPEN
FIN82199439,CUST00086,8887.04,EUR,2025-12-15,DELIVERED
FIN50669298,CUST00057,7475.43,AUD,2025-08-11,PENDING
FIN58264115,CUST00033,3858.88,USD,2025-07-03,CANCELLED
FIN50833731,CUST00092,8119.4,INR,2025-07-24,DELIVERED
FIN32982235,CUST00057,3376.85,AUD,2025-11-13,DELIVERED
FIN23229511,CUST00072,5025.16,GBP,2025-11-28,CANCELLED
FIN75626633,CUST00005,8102.38,INR,2026-04-21,DELIVERED
FIN29514528,CUST00046,1125.28,USD,2026-04-06,PENDING
FIN75367457,CUST00006,784.55,AUD,2025-11-19,OPEN
FIN26776727,CUST00076,7485.86,EUR,2026-02-27,CANCELLED
FIN54157773,CUST00083,9764.3,EUR,2025-06-12,CANCELLED
FIN46921312,CUST00068,6071.29,EUR,2025-09-22,OPEN
FIN53083443,CUST00010,7637.77,AUD,2025-11-18,PENDING
FIN71981376,CUST00037,9276.24,INR,2026-05-13,PENDING
FIN03538965,CUST00022,8140.52,AUD,2026-03-16,CANCELLED
FIN00118378,CUST00018,2276.8,USD,2025-12-07,PENDING
FIN34784654,CUST00030,779.4,AUD,2026-05-20,OPEN
FIN60675670,CUST00001,2890.87,AUD,2025-09-08,PENDING
FIN86319371,CUST00034,4876.46,USD,2025-08-02,PENDING
FIN03661716,CUST00040,2050.95,EUR,2026-05-03,CANCELLED
FIN10853469,CUST00047,953.8,INR,2025-09-20,OPEN
FIN88769447,CUST00039,4045.85,EUR,2026-05-04,PENDING
FIN16340946,CUST00042,7212.93,INR,2025-12-16,PENDING
FIN41300845,CUST00003,731.55,AUD,2025-10-22,CANCELLED
FIN57969861,CUST00020,9623.36,GBP,2026-03-29,CANCELLED
FIN54867267,CUST00075,4981.2,USD,2026-04-27,CANCELLED
FIN04354784,CUST00003,933.24,EUR,2025-10-11,CANCELLED
FIN51372659,CUST00037,738.84,GBP,2025-10-31,OPEN
FIN86399510,CUST00019,8468.72,GBP,2025-08-26,OPEN
FIN72783251,CUST00022,248.15,USD,2025-12-23,CANCELLED
FIN52606975,CUST00065,3021.64,USD,2025-06-23,DELIVERED
FIN73161735,CUST00037,2120.87,EUR,2025-07-24,CANCELLED
FIN95384237,CUST00031,5233.57,AUD,2025-08-20,CANCELLED
FIN77325427,CUST00045,1671.44,INR,2025-06-27,OPEN
FIN43849919,CUST00086,5055.16,USD,2025-07-17,DELIVERED
FIN49287576,CUST00002,2157.26,GBP,2025-07-25,CANCELLED
FIN99307575,CUST00057,3139.34,EUR,2026-01-17,DELIVERED
FIN54739813,CUST00010,1281.82,INR,2025-09-12,PENDING
FIN89022994,CUST00025,564.05,EUR,2025-07-04,OPEN
FIN85337205,CUST00034,7048.05,EUR,2025-09-27,DELIVERED
FIN86789279,CUST00045,5771.09,EUR,2026-04-16,OPEN
FIN23662745,CUST00067,7711.61,INR,2025-06-07,CANCELLED
FIN97748560,CUST00001,2183.32,INR,2025-08-25,OPEN
FIN40527708,CUST00034,9040.19,AUD,2025-09-30,CANCELLED
FIN61706593,CUST00069,9504.17,INR,2025-12-31,OPEN
FIN60510081,CUST00091,7683.34,GBP,2025-08-17,PENDING
FIN72890656,CUST00020,5690.74,GBP,2025-07-18,DELIVERED
FIN68888787,CUST00001,1611.01,USD,2025-07-04,CANCELLED
FIN26307480,CUST00076,4829.25,AUD,2025-12-28,DELIVERED
FIN23367396,CUST00079,9861.18,EUR,2025-10-27,CANCELLED
FIN58024188,CUST00078,6348.19,INR,2025-08-12,CANCELLED
FIN24591289,CUST00028,7637.21,INR,2026-03-16,CANCELLED
FIN63665023,CUST00083,5960.57,GBP,2025-08-07,CANCELLED
FIN26029261,CUST00011,6946.39,AUD,2025-10-05,PENDING
FIN91937474,CUST00041,9897.98,EUR,2025-11-12,PENDING
FIN86614820,CUST00060,9255.07,GBP,2026-03-16,OPEN
FIN29848179,CUST00021,9950.65,GBP,2025-09-07,PENDING
FIN98596551,CUST00018,3025.2,AUD,2025-12-03,OPEN
FIN25970145,CUST00050,878.94,GBP,2026-01-29,CANCELLED
FIN51348831,CUST00070,8227.25,EUR,2025-09-12,OPEN
FIN09551127,CUST00052,4294.09,USD,2026-05-17,OPEN
FIN35622495,CUST00018,2208.93,AUD,2026-01-30,PENDING
FIN86091701,CUST00078,8343.67,USD,2025-09-29,OPEN
FIN52434664,CUST00095,5236.54,EUR,2026-05-04,PENDING
FIN70090982,CUST00030,9614.92,EUR,2025-06-13,DELIVERED
FIN03058776,CUST00028,4516.92,GBP,2025-10-05,OPEN
FIN45135064,CUST00079,4643.94,EUR,2025-09-12,OPEN
FIN91952917,CUST00075,4738.45,USD,2026-01-25,OPEN
FIN52742195,CUST00010,8119.71,USD,2025-10-12,PENDING
FIN89741640,CUST00097,1483.77,INR,2025-07-16,PENDING
FIN19713957,CUST00035,317.49,USD,2026-04-14,OPEN
FIN82264847,CUST00041,2099.35,EUR,2026-04-27,DELIVERED
FIN93451206,CUST00026,5807.33,GBP,2025-08-20,DELIVERED
FIN15694384,CUST00079,576.01,USD,2025-09-16,OPEN
FIN81311903,CUST00094,8195.89,INR,2026-04-25,PENDING
FIN11599081,CUST00006,8590.08,AUD,2026-01-01,DELIVERED
FIN00167582,CUST00047,6239.99,EUR,2026-02-06,PENDING
FIN56381845,CUST00026,9973.93,USD,2025-11-03,DELIVERED
FIN56077534,CUST00096,2113.73,EUR,2025-08-02,PENDING
FIN44992040,CUST00052,418.43,INR,2025-11-21,PENDING
FIN45562853,CUST00097,3913.27,USD,2025-07-06,DELIVERED
FIN56577599,CUST00010,7921.4,INR,2025-11-10,CANCELLED
FIN86913694,CUST00073,3657.29,USD,2025-11-16,CANCELLED
FIN08259560,CUST00066,7690.33,AUD,2026-04-25,PENDING
FIN35838884,CUST00052,296.96,EUR,2025-07-18,PENDING
FIN63689830,CUST00004,1880.2,EUR,2026-05-06,DELIVERED
FIN98661051,CUST00071,255.9,EUR,2026-02-20,OPEN
FIN82403024,CUST00097,4019.11,USD,2026-04-09,DELIVERED
FIN99298093,CUST00080,5893.24,INR,2025-11-18,CANCELLED
FIN83223019,CUST00001,3271.74,GBP,2026-02-04,PENDING
FIN36423175,CUST00072,2689.48,INR,2025-11-26,CANCELLED
FIN54104886,CUST00030,5309.02,EUR,2026-04-07,PENDING
FIN31402377,CUST00033,2553.26,USD,2025-12-10,CANCELLED
FIN69555180,CUST00069,7681.84,USD,2026-04-20,OPEN
FIN10091955,CUST00081,3737.9,EUR,2025-09-22,PENDING
FIN94367516,CUST00021,7516.54,GBP,2025-12-23,OPEN
FIN86616304,CUST00019,9922.72,INR,2025-12-05,CANCELLED
FIN56059018,CUST00066,4294.91,USD,2025-12-18,PENDING
FIN96200604,CUST00049,6412.75,EUR,2025-06-23,OPEN
FIN49037072,CUST00044,8429.79,AUD,2025-11-09,DELIVERED
FIN46809344,CUST00039,1849.5,USD,2025-08-17,OPEN
FIN71463866,CUST00057,7236.0,USD,2025-08-11,OPEN
FIN97543689,CUST00024,9360.66,INR,2025-06-25,DELIVERED
FIN15108570,CUST00030,9522.44,INR,2026-02-10,CANCELLED
FIN40474580,CUST00020,4198.31,GBP,2025-07-12,DELIVERED
FIN01113603,CUST00012,4094.72,INR,2026-03-18,DELIVERED
FIN04560856,CUST00013,2515.88,GBP,2026-01-10,OPEN
FIN22736528,CUST00069,1184.3,EUR,2025-10-08,CANCELLED
FIN07365919,CUST00054,9727.49,GBP,2025-06-06,PENDING
FIN43443360,CUST00012,9572.83,USD,2025-09-26,PENDING
FIN92747210,CUST00051,3843.35,INR,2025-06-12,DELIVERED
FIN68049648,CUST00093,869.86,AUD,2025-07-28,OPEN
FIN65425114,CUST00013,7622.01,INR,2026-01-11,DELIVERED
FIN32398394,CUST00094,2617.58,INR,2026-05-18,PENDING
FIN50911857,CUST00023,9270.24,GBP,2025-07-02,PENDING
FIN94764463,CUST00082,7399.64,USD,2026-01-22,OPEN
FIN54922748,CUST00044,6082.42,INR,2026-05-08,CANCELLED
FIN65323769,CUST00085,4106.35,GBP,2025-09-27,DELIVERED
FIN20025701,CUST00038,2282.68,GBP,2026-05-13,OPEN
FIN03593854,CUST00080,4417.98,INR,2026-03-10,DELIVERED
FIN11601220,CUST00095,6310.05,USD,2025-07-31,OPEN
FIN42195313,CUST00059,994.86,USD,2025-06-09,PENDING
FIN90428423,CUST00068,3600.8,AUD,2026-03-10,DELIVERED
FIN23586977,CUST00069,4738.11,GBP,2025-07-30,DELIVERED
FIN61071308,CUST00081,8653.95,AUD,2025-09-17,DELIVERED
FIN28288296,CUST00008,4996.84,EUR,2025-08-21,PENDING
FIN34349889,CUST00018,843.39,EUR,2026-04-23,CANCELLED
FIN53979752,CUST00063,665.68,INR,2026-01-09,PENDING
FIN19894226,CUST00077,1732.99,GBP,2025-08-03,CANCELLED
FIN48735059,CUST00081,9184.05,USD,2026-03-16,CANCELLED
FIN34855398,CUST00012,7523.07,GBP,2025-08-11,CANCELLED
FIN85347531,CUST00099,5501.29,AUD,2025-12-28,DELIVERED
FIN29021104,CUST00021,451.55,GBP,2026-05-01,PENDING
FIN82417361,CUST00084,6927.48,GBP,2025-07-16,PENDING
FIN68010867,CUST00058,4059.65,USD,2025-10-09,PENDING
FIN52853453,CUST00076,8348.51,USD,2026-05-18,CANCELLED
FIN70211101,CUST00060,4360.23,EUR,2026-02-16,OPEN
FIN55158651,CUST00082,432.9,USD,2026-03-23,PENDING
FIN43684217,CUST00090,5203.11,INR,2025-11-09,PENDING
FIN13653975,CUST00037,359.76,INR,2026-05-06,CANCELLED
FIN75706337,CUST00031,3854.53,USD,2025-11-09,OPEN
FIN37115953,CUST00001,2954.58,GBP,2026-03-30,PENDING
FIN78270846,CUST00011,9413.66,AUD,2025-12-31,OPEN
FIN41943056,CUST00061,5507.38,AUD,2025-07-09,PENDING
FIN44872292,CUST00053,3327.13,INR,2025-07-10,OPEN
FIN12726915,CUST00003,7919.93,USD,2025-08-02,CANCELLED
FIN35989043,CUST00076,382.76,EUR,2026-03-11,PENDING
FIN76419628,CUST00068,7772.23,EUR,2025-06-05,PENDING
FIN47070172,CUST00073,3757.26,INR,2025-06-29,OPEN
FIN79085919,CUST00002,9827.57,AUD,2026-03-20,DELIVERED
FIN18279427,CUST00078,864.17,EUR,2025-07-26,CANCELLED
FIN57531837,CUST00009,5655.87,USD,2025-09-05,CANCELLED
FIN26890595,CUST00006,2793.74,USD,2026-01-14,DELIVERED
FIN75495962,CUST00100,6077.69,USD,2026-05-21,OPEN
FIN08697570,CUST00010,9443.04,EUR,2025-09-16,PENDING
FIN84684275,CUST00003,5485.46,AUD,2025-06-24,DELIVERED
FIN83684565,CUST00085,6331.36,USD,2025-12-09,OPEN
FIN21611377,CUST00042,8623.78,INR,2026-05-13,CANCELLED
FIN12128217,CUST00091,2497.1,EUR,2026-02-27,PENDING
FIN14119622,CUST00091,7882.37,INR,2026-01-16,OPEN
FIN79361552,CUST00084,3589.71,AUD,2025-12-22,OPEN
FIN16663764,CUST00077,8978.34,INR,2026-03-06,DELIVERED
FIN73723387,CUST00059,8203.72,EUR,2025-06-07,CANCELLED
FIN43711412,CUST00035,8623.93,GBP,2025-07-10,DELIVERED
FIN54228459,CUST00024,3598.08,GBP,2025-09-04,CANCELLED
FIN39336041,CUST00092,5399.82,INR,2025-10-14,CANCELLED
FIN27015171,CUST00048,5751.77,GBP,2025-08-15,DELIVERED
FIN13654520,CUST00027,5937.06,INR,2026-05-23,DELIVERED
FIN03945781,CUST00094,5963.8,EUR,2026-05-04,CANCELLED
FIN44144357,CUST00066,9062.61,GBP,2025-07-11,CANCELLED
FIN51872471,CUST00030,3863.54,EUR,2026-02-09,PENDING
FIN67991078,CUST00082,7954.25,INR,2025-07-01,PENDING
FIN28840932,CUST00099,1354.14,AUD,2025-11-04,DELIVERED
FIN16874648,CUST00018,5425.17,GBP,2025-05-26,DELIVERED
FIN59907136,CUST00005,4976.54,AUD,2025-11-28,CANCELLED
FIN82028495,CUST00008,1225.84,INR,2025-12-30,DELIVERED
FIN83362241,CUST00062,7828.4,AUD,2025-09-29,OPEN
FIN57686468,CUST00015,9918.55,USD,2025-07-24,PENDING
FIN53067913,CUST00036,1598.99,AUD,2026-03-27,DELIVERED
FIN21723700,CUST00057,567.62,GBP,2025-10-13,CANCELLED
FIN44485073,CUST00093,2924.68,INR,2026-05-07,CANCELLED
FIN72402691,CUST00089,3878.18,AUD,2025-12-22,CANCELLED
FIN66596839,CUST00062,1684.95,INR,2025-11-30,CANCELLED
FIN34656732,CUST00094,4239.5,EUR,2026-01-17,CANCELLED
FIN44869043,CUST00060,3884.7,EUR,2025-07-17,CANCELLED
FIN80389513,CUST00032,1465.68,USD,2026-03-09,DELIVERED
FIN92800502,CUST00044,7809.27,INR,2025-09-03,DELIVERED
FIN55325079,CUST00088,1395.25,USD,2025-09-08,OPEN
FIN00759733,CUST00094,6832.46,USD,2026-02-15,PENDING
